Date,Open,High,Low,Close,Volume
1972-06-01,0.0,0.39938774704933167,0.3947704172613238,0.39938774704933167,318600
1972-06-02,0.39938785800264814,0.40342798182137124,0.39823344349861145,0.39823344349861145,140400
1972-06-05,0.39939101302217367,0.3999698980778386,0.3860779087074988,0.39360278844833374,469800
1972-06-06,0.39013001322746277,0.39013001322746277,0.38897254049995494,0.39013001322746277,140400
1972-06-07,0.3901299737135596,0.3907088590622985,0.38665698951705013,0.3878147304058075,178200
1972-06-08,0.3878147304058075,0.38897250110328524,0.38549948709805537,0.3878147304058075,432000
1972-06-09,0.38781448731141155,0.38897225728316237,0.3872356321342378,0.388393372297287,199800
1972-06-12,0.3883935311276017,0.38897241635020746,0.3866569052684984,0.3872357904911041,183600
1972-06-13,0.3878143711335361,0.3918662369251251,0.3878143711335361,0.3918662369251251,415800
1972-06-14,0.39302400295024476,0.39707587147052775,0.39302400295024476,0.3959181308746338,216000
1972-06-15,0.3959180808507156,0.39707582130033003,0.3941816937416116,0.3947605788707733,178200
1972-06-16,0.3947602553899712,0.39707549592233626,0.39244474657944484,0.39418137073516846,183600
1972-06-19,0.39418158867465547,0.3959179753209351,0.39012972174632565,0.39302384853363037,324000
1972-06-20,0.39302384853363037,0.39360273350849345,0.39128749169605187,0.39302384853363037,129600
1972-06-21,0.39302390339266874,0.3959180305839413,0.39186640155968583,0.39360278844833374,356400
1972-06-22,0.3936028881525481,0.3964969862682244,0.3924451177479414,0.3959181308746338,324000
1972-06-23,0.3959180521740618,0.39881217952315634,0.3959180521740618,0.3982335329055786,275400
1972-06-26,0.3982335617499445,0.3982335617499445,0.3947605788707733,0.3947605788707733,194400
1972-06-27,0.3947606582108216,0.3959181604234018,0.3924451470375061,0.3924451470375061,669600
1972-06-28,0.39244485345934915,0.39302373827180753,0.3912873819213594,0.3918662369251251,75600
1972-06-29,0.3918662369251251,0.39418147808803167,0.386656631317312,0.3918662369251251,280800
1972-06-30,0.39186635431682143,0.3936027409961329,0.3872356321342378,0.388393372297287,135000
1972-07-03,0.38839361575454634,0.38897250110328524,0.38549948709805537,0.3878147304058075,216000
1972-07-05,0.38781448731141155,0.388393372297287,0.3831837651288279,0.388393372297287,372600
1972-07-06,0.388393546493253,0.39649701586019437,0.388393546493253,0.3924451470375061,793800
1972-07-07,0.3918664289345311,0.3918664289345311,0.38665682077407837,0.38665682077407837,259200
1972-07-10,0.38665682077407837,0.39012980345492493,0.3831838380932318,0.38665682077407837,372600
1972-07-11,0.38665682666592,0.39070869450461304,0.3849204694382212,0.38955095410346985,1080000
1972-07-12,0.3895511576288155,0.39186663964085133,0.3895511576288155,0.39013001322746277,367200
1972-07-13,0.3901299041426257,0.3924451470375061,0.38781466124774533,0.3924451470375061,302400
1972-07-14,0.3930237738433762,0.4074946136907683,0.3930237738433762,0.40633687376976013,993600
1972-07-17,0.40633722173338904,0.40981020600091256,0.40228535210528993,0.4040219783782959,561600
1972-07-18,0.40402216991903134,0.40402216991903134,0.39823390974356804,0.39939141273498535,302400
1972-07-19,0.39939106372988675,0.40054883398821023,0.3947605788707733,0.3947605788707733,356400
1972-07-20,0.39360316722281885,0.39360316722281885,0.39128792285919184,0.3912879228591919,243000
1972-07-21,0.391287674633641,0.394181772965314,0.3901299041426257,0.3924451470375061,275400
1972-07-24,0.3924449635587673,0.39476047364951855,0.3924449635587673,0.39302384853363037,410400
1972-07-25,0.3936025158890503,0.3964966112675335,0.3936025158890503,0.39418137073516846,469800
1972-07-26,0.3941817338393082,0.39707586169242853,0.3941817338393082,0.3970758616924286,145800
1972-07-27,0.3970756424663152,0.41038874247533275,0.39591790253812104,0.4098098576068878,739800
1972-07-28,0.4098101656997527,0.4109679363070476,0.40517944097518915,0.4051794409751892,318600
1972-07-31,0.40517932653850647,0.4074948074816882,0.40344293939644205,0.40460070967674255,167400
1972-08-01,0.40460082386202584,0.4086524248123169,0.4034430532549827,0.4086524248123169,783000
1972-08-02,0.40865233607142154,0.4144405916753287,0.4074948339941977,0.4121253192424774,523800
1972-08-03,0.4121249968060933,0.412703881531002,0.4063367755394585,0.40749451518058777,410400
1972-08-04,0.4074945151805877,0.4074945151805877,0.40054855427282376,0.40749451518058777,432000
1972-08-07,0.4069161117076874,0.4069161117076874,0.40286424203364707,0.4069161117076874,151200
1972-08-08,0.40691595215024756,0.40691595215024756,0.40344293939644205,0.40460070967674255,329400
1972-08-09,0.40460082395000374,0.40575829647011863,0.39881232861814536,0.4051794409751892,669600
1972-08-10,0.40517944097518915,0.40517944097518915,0.40344305334270886,0.4051794409751892,372600
1972-08-11,0.4051794359951107,0.4074949175638048,0.4040219336805047,0.4057582914829254,480600
1972-08-14,0.4069159828148611,0.4138619492284911,0.4069159828148611,0.40807345509529114,756000
1972-08-15,0.40807358435475305,0.4109679813817277,0.4063372263405482,0.4069161117076874,291600
1972-08-16,0.40691606207599007,0.4086524198784107,0.40575829148292536,0.4057582914829254,194400
